Signe,,,,,,,Informations,,,,,Validation,,,,,,Traitement vidéo,,,,,,
Domaine,Sous-domaine,Mot,N°ID,N° Signe,Définition,Explication,Date,Nom,Prénom,Origine,Version,Format,Clarté,Total,Remarques,,,Téléchargé,Monté,Miniature,YouTube,Site Web,Lien YouTube,
Sciences de la Vie,Biochimie,Glucides simples,308,1,non,non,13/04/2020,,,Jeu Facebook,mov,1,1,2,refait par STIM x,,,oui,oui,oui,oui,non,https://youtu.be/wu_-kkbZriY,
Sciences de la Vie,Biochimie,Glucides,309,1,non,non,13/04/2020,,,Jeu Facebook,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/54yctEqUHFk,
Sciences de la Vie,Biochimie,Glucides,310,3,non,oui,13/04/2020,,,Jeu Facebook,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/zcKiOD8RHzY,
Sciences de la Vie,Biochimie,Glucides,311,2,oui,non,13/04/2020,,,Jeu Facebook,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/-JzQnIQ1K0I,
Sciences de la Vie,Biochimie,Glucides complexes,312,1,non,non,13/04/2020,,,Jeu Facebook,mov,1,1,2,Refait par STIM x,,,oui,oui,oui,oui,non,https://youtu.be/nYz48fnWlhE,
Santé,Anatomie,Périnée,313,1,non,non,20/04/2020,,,Jeu Facebook,mov,0,1,1,Refait par STIM x,,,oui,oui,oui,oui,non,https://youtu.be/syb75HhQ7sI,
Physique,Electronique,Bobine,314,1,non,non,13/11/2020,,,Atelier,mp4,1,1,2,MVI_6003 1e ? PBM Confusion,,,non,oui,oui,oui, oui,https://youtu.be/xWQmFct9LZ0,
Physique,Classique,Energie,315,2,non,oui,13/11/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/_q8LlXelgAU,
Physique,Mécanique  ,Energie cinétique,316,1,non,oui,13/11/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/HnPC9IAkHoE,
Physique,Mécanique  ,Energie potentielle,317,1,oui,non,13/11/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/HTdS4WznPq4,
Physique,Quantique,Photon,318,2,oui,non,13/11/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/qFAEwPsCPLs,
Physique,Quantique,Quantique,319,2,oui,non,13/11/2020,,,Atelier,mp4,1,1,2,Problème à la fin de l'explication,,,oui,oui,oui,oui,oui,https://youtu.be/TV1M1O5nRwM,
Physique,Electronique,Interrupteur,320,1,non,non,13/11/2020,,,Atelier,mp4,1,1,2,MVI_6003 1er Manque l'explication ,,,oui,oui,oui,oui,oui,https://youtu.be/Ct_8y-52f4s,
Physique,Nucléaire,Fission ,321,1,non,oui,13/11/2020,,,Atelier,mp4,1,1,2,refaire définition,,,oui,oui,oui,oui,oui,https://youtu.be/zn164jlwYCc,
Physique,Optique,Infrarouge,322,1,oui,non,13/11/2020,,,Atelier,mp4,1,1,2,refaire définition,,,oui,oui,oui,oui,oui,https://youtu.be/dzLWcM9jPpw,
Physique,Electronique,Court-circuit,323,1,non,non,13/11/2020,,,Atelier,mp4,1,1,2,MVI_6003 2e,,,oui,oui,oui,oui,oui,https://youtu.be/pc5GLx2Sozo,
Physique,Electronique,Résistance,324,1,non,non,13/11/2020,,,Atelier,mp4,1,1,2,MVI_6003 3e Manque l'explication ,,,oui,oui,oui,oui,oui,https://youtu.be/HHnl4IsTihg,
Physique,Electronique,Condensateur,325,2,non,non,13/11/2020,,,Atelier,mp4,1,1,2,MVI_6003 5e Manque l'explication ,,,oui,oui,oui,oui,oui,https://youtu.be/iy_QicvrtPo,
Physique,Electronique,Courant,326,1,non,non,13/11/2020,,,Atelier,mp4,1,1,2,MVI_6003 6e vidéo à séparer,,,oui,oui,oui,oui,oui,https://youtu.be/ZdY6GAy90h0,
Physique,Electronique,Courant,327,2,non,non,13/11/2020,,,Atelier,mp4,1,1,2,MVI_6003 7e vidéo à séparer,,,oui,oui,oui,oui,oui,https://youtu.be/ZdY6GAy90h0,
Physique,Electronique,Courant,328,3,non,non,13/11/2020,,,Atelier,mp4,1,1,2,MVI_6003 8e vidéo à séparer,,,oui,oui,oui,oui,oui,https://youtu.be/ZdY6GAy90h0,
Mathématiques,Raisonnement,Théorème,329,1,non,oui,20/11/2020,,,Atelier,mov,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/m-rRooZSH8g,
Mathématiques,Statistiques/Probabilités,Médiane,330,1,non,oui,20/11/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/UHPCNCNS9pU,
Mathématiques,Raisonnement,Résultat,331,1,non,oui,20/11/2020,,,Atelier,mp4,1,1,2,Résultat solution,,,oui,oui,oui,oui,oui,https://youtu.be/jJx8oATHLpw,
Mathématiques,Raisonnement,Solution,332,1,non,oui,20/11/2020,,,Atelier,mp4,1,1,2,Résultat solution,,,oui,oui,oui,oui,oui,https://youtu.be/JjY-KuLUq7M,
Informatique,Algorithmique,Algorithme,333,2,oui,non,22/11/2020,,,Atelier,mov,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/ykCZdnPPkS8,
Mathématiques,Analyse,Variante,334,1,oui,oui,22/11/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/VNXkyignzio,
Mathématiques,Statistiques/Probabilités,Barycentre,335,1,non,oui,22/11/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/cAgYttyJEm4,
Sciences de la Vie,Botanique,Méristème racinaire,336,1,non,oui,27/11/2020,,,Atelier,mp4,1,1,2,Manque l'explication ,,,oui,oui,oui,oui,oui,https://youtu.be/70mVHrwnxPo,
Sciences de la Vie,Cellulaire,Mitochondrie,337,2,non,oui,27/11/2020,,,Atelier,mov,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/Q14QlZfiHi8,
Sciences de la Vie,Cellulaire,Organisme,338,1,non,oui,27/11/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/27TT_e0OYfY,
Sciences de la Vie,Cellulaire,Symbiose,339,1,non,oui,27/11/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/6pcW_YRswxA,
Sciences de la Vie,Cellulaire,Différenciation,340,1,non,oui,27/11/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/SC_Mz51VXtE,
Santé,Physiologie,Dioxygène,341,1,non,non,27/11/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/2j7pxFzfSxY,
Sciences de la Vie,Botanique,Méristème caulinaire,342,1,non,oui,27/11/2020,,,Atelier,mp4,1,1,2,Manque l'explication ,,,oui,oui,oui,oui,oui,https://youtu.be/s1giRnlYLYA,
Chimie,Organique,Molécule organique,343,1,non,oui,27/11/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/Phg0wqeE--k,
Sciences de la Vie,Génétique,Clone,344,1,non,oui,27/11/2020,,,Atelier,mp4,1,1,2,Problème de montage : manque les titres,,,oui,oui,oui,oui,oui,https://youtu.be/F3t_TTfZohc,
Sciences de la Vie,Génétique,Dérive génétique,345,1,non,oui,27/11/2020,,,Atelier,mov,1,1,2,Manque l'explication ,,,oui,oui,oui,oui,à vérifier,https://youtu.be/M2JwruEp_xs,
Sciences de la Vie,Génétique,Sélection naturelle ,346,1,non,oui,27/11/2020,,,Atelier,mov,1,1,2,Manque l'explication ,,,oui,oui,oui,oui,à vérifier,https://youtu.be/e7F5thaAY0Q,
Sciences de la Vie,Botanique,Chloroplaste,347,1,oui,oui,27/11/2020,,,Atelier,mov,1,1,2,Manque l'explication ,,,oui,oui,oui,oui,à vérifier,https://youtu.be/Xf8vgFUrE1w,
Sciences de la Vie,Cellulaire,Endosymbiose,348,1,non,oui,27/11/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/WbDTpIa0tcE,
Santé,Physiologie,Hémoglobine,349,2,oui,non,27/11/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/u-pxqcNAjoM,
Sciences de la Vie,Cellulaire,Cellule somatique,350,1,non,oui,27/11/2020,,,Atelier,mov,1,1,2,,,,oui,oui,oui,oui,à vérifier,https://youtu.be/WAYfsogs3CA,
Sciences de la Vie,Génétique,Génotype,351,1,oui,oui,27/11/2020,,,Atelier,mov,1,1,2,,,,oui,oui,oui,oui,à vérifier,https://youtu.be/7sMppcL8t9w,
Sciences de la Vie,Cellulaire,Cellule souche,352,1,oui,non,27/11/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/sUSp_fwjP8Y,Absent dans le drive
Sciences de la Vie,Cellulaire,Cellule totipotente,353,1,oui,non,27/11/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/B7FpyQSQ1T0,Absent dans le drive
Sciences de la Vie,Biologie Marine,Béluga,354,2,non,non,02/12/2020,,,Groupe de travail,mov,1,1,2,Pas de pause / couper en deux,,,oui,oui,oui,oui,non,https://youtu.be/3m5Uf4-p6GU,
Sciences de la Vie,Biologie Marine,Rorqual commun,355,1,non,non,02/12/2020,,,Groupe de travail,mov,1,1,2,Manque l'explication ,,,oui,oui,oui,oui,oui,https://youtu.be/GYWF5Qc7vVA,
Sciences de la Vie,Biologie Marine,Rorqual bleu,356,1,non,non,02/12/2020,,,Groupe de travail,mov,1,1,2,Manque l'explication ,,,oui,oui,oui,oui,oui,https://youtu.be/t21bOb6Dz9w,
Sciences de la Vie,Biologie Marine,Rorqual à bosse,357,1,non,non,02/12/2020,,,Groupe de travail,mov,1,1,2,Manque l'explication ,,,oui,oui,oui,oui,oui,https://youtu.be/sRE17XGvRgs,
Sciences de la Vie,Biologie Marine,Petit rorqual,358,1,non,non,02/12/2020,,,Groupe de travail,mov,1,1,2,Manque l'explication ,,,oui,oui,oui,oui,oui,https://youtu.be/FlFj4heINZU,
Sciences de la Vie,Biologie Marine,Orque,359,1,non,non,02/12/2020,,,Groupe de travail,mov,1,1,2,1 vidéo / 2 signes (Pas de pause),,,oui,oui,oui,oui,oui,https://youtu.be/y_avaQXOu3I,
Sciences de la Vie,Biologie Marine,Orque,360,2,non,non,02/12/2020,,,Groupe de travail,mov,1,1,2,1 vidéo / 2 signes (Pas de pause),,,oui,oui,oui,oui,oui,,
Sciences de la Vie,Biologie Marine,Narval,361,1,non,non,02/12/2020,,,Groupe de travail,mov,1,1,2,Manque l'explication ,,,oui,oui,oui,oui,oui,https://youtu.be/XtMk4XRvFxI,
Sciences de la Vie,Biologie Marine,Marsouin,362,1,non,non,02/12/2020,,,Groupe de travail,mov,1,1,2,Manque l'explication ,,,oui,oui,oui,oui,oui,https://youtu.be/zFX0rJ7zHTA,
Sciences de la Vie,Biologie Marine,Mammifère marin,363,1,non,non,02/12/2020,,,Groupe de travail,mov,1,1,2,Manque l'explication ,,,oui,oui,oui,oui,oui,https://youtu.be/jV_FNaLH1x8,
Sciences de la Vie,Biologie Marine,Globicéphale noir,364,1,non,non,02/12/2020,,,Groupe de travail,mov,1,1,2,Manque l'explication ,,,oui,oui,oui,oui,oui,https://youtu.be/5faokc6Uq-4,
Sciences de la Vie,Biologie Marine,Dauphin de Risso,365,1,non,non,02/12/2020,,,Groupe de travail,mov,1,1,2,Manque l'explication ,,,oui,oui,oui,oui,oui,https://youtu.be/FQUKNIDZqtQ,
Sciences de la Vie,Biologie Marine,Dauphin commun,366,1,non,non,02/12/2020,,,Groupe de travail,mov,1,1,2,Manque l'explication ,,,oui,oui,oui,oui,oui,https://youtu.be/gbAi47tFoMA,
Sciences de la Vie,Biologie Marine,Dauphin bleu et blanc,367,1,non,non,02/12/2020,,,Groupe de travail,mov,1,1,2,Manque l'explication ,,,oui,oui,oui,oui,oui,https://youtu.be/hUG3jXJrO9I,
Sciences de la Vie,Biologie Marine,Dauphin à bec étroit ou sténo,368,1,non,non,02/12/2020,,,Groupe de travail,mov,1,1,2,Manque l'explication ,,,oui,oui,oui,oui,oui,https://youtu.be/3pm-Wo_DwoY,
Sciences de la Vie,Biologie Marine,Cachalot,369,1,non,non,02/12/2020,,,Groupe de travail,mov,1,1,2,Manque l'explication ,,,oui,oui,oui,oui,oui,https://youtu.be/U8Kvv3kUHHI,
Sciences de la Vie,Biologie Marine,Béluga,370,1,non,non,02/12/2020,,,Groupe de travail,mov,1,1,2,Pas de pause / couper en deux,,,oui,oui,oui,oui,oui,https://youtu.be/3m5Uf4-p6GU,
Sciences de la Vie,Biologie Marine,Baleine à bec de Cuvier,371,1,non,non,02/12/2020,,,Groupe de travail,mov,1,1,2,Manque l'explication ,,,oui,oui,oui,oui,oui,https://youtu.be/5HB_MaWjkWA,
Environnement,Ecologie,Classe,372,1,oui,oui,06/12/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/_7H3f1yMrdI,
Environnement,Ecologie,Espèce ,373,1,oui,oui,06/12/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/JkNrJ7h5iAA,
Environnement,Ecologie,Famille,374,1,oui,oui,06/12/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/rljD9xj70mg,
Environnement,Ecologie,Règne,375,1,oui,oui,06/12/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/FKYYEP3kw-o,
Environnement,Ecologie,Genre,376,1,oui,oui,06/12/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/5uXfv35uWMI,
Environnement,Ecologie,Biodiversité,377,1,oui,oui,06/12/2020,,,Atelier,mp4,0,1,1,2 signes dans 1 vidéo (idem n°9),,,oui,oui,oui,oui,oui,https://youtu.be/TT_pnHExzao,
Environnement,Ecologie,Biodiversité,378,2,oui,oui,06/12/2020,,,Atelier,mp4,0,1,1,2 signes dans 1 vidéo (idem n°8),,,oui,oui,oui,oui,oui,https://youtu.be/TT_pnHExzao,
Environnement,Géologie,Diversité des roches,379,1,non,oui,06/12/2020,,,Atelier,mp4,1,1,2,refait par STIM x,,,oui,oui,oui,oui,non,https://youtu.be/RYxeNuDqb28,
Sciences de la Vie,Botanique,Conifère,380,1,oui,non,06/12/2020,,,Atelier,mp4,1,1,2,manque le signe répété à la fin,,,oui,oui,oui,oui,oui,https://youtu.be/Glg6QwooYUM,
Sciences de la Vie,Botanique,Feuillus,381,1,oui,non,06/12/2020,,,Atelier,mp4,1,1,2,manque le signe répété à la fin,,,oui,oui,oui,oui,oui,https://youtu.be/lPRSQrKYeuE,
Sciences de la Vie,Génétique,Croisement,382,1,oui,oui,06/12/2020,,,Atelier,mp4,0,1,1,Pas bon fond,,,oui,oui,oui,oui,oui,https://youtu.be/ppFvQVmW2dQ,
Sciences de la Vie,Génétique,Hybridation,383,1,oui,oui,06/12/2020,,,Atelier,mp4,0,1,1,Pas bon fond,,,oui,oui,oui,oui,oui,https://youtu.be/sfXBafMBEIg,
Sciences de la Vie,Botanique,Ginkgo,384,1,oui,non,06/12/2020,,,Atelier,mp4,1,1,2,vidéo introuvable,,,oui,oui,oui,oui,oui,https://youtu.be/9zDCtJ_eMcM,
Sciences de la Vie,Génétique,Reproduction sexuée,385,1,oui,oui,06/12/2020,,,Atelier,mp4,0,1,1,Pas bon fond,,,oui,oui,oui,oui,oui,https://youtu.be/WCH-clVZOI0,
Sciences de la Vie,Génétique,Reproduction asexuée,386,1,oui,oui,06/12/2020,,,Atelier,mp4,0,1,1,Pas bon fond,,,oui,oui,oui,oui,oui,https://youtu.be/2d0F9ugzO5o,
Environnement,Ecologie,Etre vivant,387,1,oui,non,06/12/2020,,,Atelier,mov,1,1,2,manque le signe répété à la fin,,,oui,oui,oui,oui,oui,https://youtu.be/Jsy-4n4LcyY,
Environnement,Ecologie,Variété,388,1,oui,non,06/12/2020,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/-4cawhsw3mQ,
Informatique,Logiciels,Plug-in,389,1,non,non,14/02/2021,,,Atelier,mp4,1,1,2,manque le signe répété à la fin (à rajouter au montage),,,oui,oui,oui,oui,oui,https://youtu.be/9dp2r4OyS0E,
Informatique,Algorithmique,Compilation,390,1,oui,non,14/02/2021,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/khyC0QQOWB4,
Informatique,Algorithmique,Deep-Learning,391,1,oui,non,14/02/2021,,,Atelier,mp4,1,1,2,Refait par STIM x a séparer,,,oui,oui,oui,oui,non,https://youtu.be/wXB-FWd_ix4,
Informatique,Logiciels,Opéra,392,1,oui,non,14/02/2021,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/rRxrZQRGTSw,
Informatique,Logiciels,Internet Explorer,393,1,oui,non,14/02/2021,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/n_h3PEagz0w,
Informatique,Logiciels,Navigateur,394,1,oui,non,14/02/2021,,,Atelier,mov,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/sQwUCRJk0yI,
Informatique,Logiciels,Git Hub,395,1,oui,non,14/02/2021,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/T4otzMn-NvU,
Informatique,Logiciels,Slack,396,1,oui,non,14/02/2021,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/tunj-ZH7D64,
Informatique,Réseau,Routeur,397,1,oui,non,14/02/2021,,,Atelier,mp4,0,1,1,à séparer avec routeur 2,,,oui,oui,oui,oui,non,https://youtu.be/F8Q7QTRlYQs,
Informatique,Cybersécurité,Hacker,398,1,oui,non,14/02/2021,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/2GnAuT16HFI,
Informatique,Algorithmique,Deep-Learning,399,2,oui,non,14/02/2021,,,Atelier,mp4,1,1,2,Refait par STIM x a séparer,,,oui,oui,oui,oui,non,https://youtu.be/whvqcmgFHWU,
Informatique,Logiciels,Safari,400,2,oui,non,14/02/2021,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/h_G9uS9MNVg,
Informatique,Logiciels,Chrome,401,2,oui,non,14/02/2021,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/eUnikGhUSCY,
Informatique,Logiciels,Firefox,402,2,oui,non,14/02/2021,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/2zjKqRXOxro,
Informatique,Réseau,Routeur,403,2,oui,non,14/02/2021,,,Atelier,mp4,0,1,1,à séparer avec routeur 1,,,oui,oui,oui,oui,non,https://youtu.be/WsuShkVJU8k,
Sciences de la Vie,Génétique,Spéciation,404,1,oui,oui,10/03/2021,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/ss0tT6b0VJw,
Sciences de la Vie,Biochimie,Phospholipides (bicouche lipidique),405,1,oui,oui,10/03/2021,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/5cLtfkcjNUk,
Sciences de la Vie,Génétique,ARN,406,1,non,non,10/03/2021,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/X_4x4_QpTzI,
Sciences de la Vie,Génétique,Transcription,407,2,oui,non,10/03/2021,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/NwruFbmUxtQ,
Sciences de la Vie,Génétique,Réplication,408,1,oui,non,10/03/2021,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/Glcb3chIeMM,
Santé,Affections,Maladie vectorielle,409,1,oui,non,10/03/2021,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/42cCvijp4F4,
Sciences de la Vie,Cellulaire,Fécondation,410,1,non,non,14/03/2021,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/2Jubja-zs2s,
Sciences de la Vie,Génétique,Allèle,411,2,non,oui,14/03/2021,,,Atelier,mp4,1,1,2,Explication schéma,,,oui,oui,oui,oui,non,https://youtu.be/sYD9oUXH3Fg,
Sciences de la Vie,Génétique,Gène,412,2,non,oui,14/03/2021,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/6fTtibWb--U,
Sciences de la Vie,Cellulaire,Organite,413,2,oui,oui,14/03/2021,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/-LXtizN73Ws,
Sciences de la Vie,Botanique,Photosynthèse,414,2,non,non,14/03/2021,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/k0QCrsTAT6s,
Sciences de la Vie,Cellulaire,Cytoplasme,415,2,oui,non,14/03/2021,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/4Pjr3YM9dzE,
Sciences de la Vie,Cellulaire,Cellule,416,1,non,non,14/03/2021,,,Atelier,mp4,1,1,2,Vidéo à couper en 2 (à remonter),,,oui,oui,oui,oui,non,https://youtu.be/0y_NSlR8fHM,
Environnement,Agronomie,Cépage,417,1,non,oui,02/02/2025,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/4WVfqnK67M8,
Sciences de la Vie,Génétique,Caryotype,418,1,non,non,14/03/2021,,,Atelier,mp4,1,1,2,Refait par STIM x,,,oui,oui,oui,oui,non,https://youtu.be/RfqQYGgGTiw,
Sciences de la Vie,Génétique,Chromosome,419,1,oui,non,14/03/2021,,,Atelier,mp4,1,1,2,Explication schéma vague (à diviser en 2),,,oui,oui,oui,oui,non,https://youtu.be/Vk8g0wYZ6Cw,
Sciences de la Vie,Botanique,Chlorophylle,420,1,oui,oui,14/03/2021,,,Atelier,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/fe-Oj75YYJs,
Sciences de la Vie,Botanique,Sève,421,1,oui,oui,14/03/2021,,,Atelier,mp4,1,1,2,1 seconde floutée,,,oui,oui,oui,oui,non,https://youtu.be/piz0xd4xNMA,
Sciences de la Vie,Botanique,Sève brute,422,1,oui,oui,14/03/2021,,,Atelier,mp4,1,1,2,1 seconde floutée,,,oui,oui,oui,oui,non,https://youtu.be/YcA0Tml9Heg,
Sciences de la Vie,Botanique,Sève élaborée,423,1,oui,oui,14/03/2021,,,Atelier,mp4,1,1,2,1 seconde floutée ,,,oui,oui,oui,oui,non,https://youtu.be/VK9he0JaYTE,
Sciences de la Vie,Biologie Marine,Phoque,424,1,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/E7BPv-CjnxE,
Sciences de la Vie,Biologie Marine,Otarie,425,1,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/R30MqMv_Nvs,
Sciences de la Vie,Biologie Marine,Manchot,426,1,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/0FpsIIU99YY,
Sciences de la Vie,Biologie Marine,Requin baleine,427,1,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/NoSFeqrx4bs,
Sciences de la Vie,Biologie Marine,Requin blanc ,428,1,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/WKessEy-NKg,
Sciences de la Vie,Biologie Marine,Elephant de mer,429,1,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/YKeOKCMqDPc,
Sciences de la Vie,Biologie Marine,Morse,430,1,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/_WTtaop2JR8,
Sciences de la Vie,Biologie Marine,Léopard de mer ,431,1,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/yKEfqELivpA,
Sciences de la Vie,Biologie Marine,Baleine boréale ,432,1,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/rccEFz1luoM,
Sciences de la Vie,Biologie Marine,Requin marteau,433,1,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/WIeQLdrc_0w,
Sciences de la Vie,Biologie Marine,Requin scie,434,1,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/_ni9ACcvDJQ,
Sciences de la Vie,Biologie Marine,Requin pèlerin,435,1,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/fHWuuGSo9Dk,
Sciences de la Vie,Biologie Marine,Requin Tigre,436,1,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/3mAzp2MNgsw,
Sciences de la Vie,Biologie Marine,Requin taureau,437,1,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,video à couper en 3 vidéos,,,oui,oui,oui,oui,non,https://youtu.be/dDfbp5BFCXE,
Sciences de la Vie,Biologie Marine,Espadon,438,1,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/4nAht_EvV_M,
Sciences de la Vie,Biologie Marine,Poisson Marlin,439,1,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/LaLU2O1CYeg,
Sciences de la Vie,Biologie Marine,Poisson Voilier ,440,1,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/7jhkTdyjcTk,
Sciences de la Vie,Biologie Marine,Thon,441,1,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/TxCyyCa3PlA,
Sciences de la Vie,Biologie Marine,Requin léopard ,442,1,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/TxrpLiRwBp0,
Sciences de la Vie,Biologie Marine,Cétacés ,443,1,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/HqITkfZCRZg,
Sciences de la Vie,Biologie Marine,Poisson Marlin,444,2,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/BKKW94Iw8kA,
Sciences de la Vie,Biologie Marine,Poisson Voilier ,445,2,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/LNjZMC4l828,
Sciences de la Vie,Biologie Marine,Requin taureau,446,2,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,video à couper en 3 vidéos,,,oui,oui,oui,oui,non,https://youtu.be/4HLxlTaOtm4,
Sciences de la Vie,Biologie Marine,Requin taureau,447,3,non,non,24/03/2021,,,Groupe de travail,mov,1,1,2,video à couper en 3 vidéos,,,oui,oui,oui,oui,non,https://youtu.be/MiPJiBLQJtk,
Sciences de la Vie,Génétique,ADN,448,1,oui,non,24/03/2021,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/nTapKef_8Rs,
